example_id,customer_message,brand_response,suggested_intent,human_intent,should_escalate,ambiguous,labeling_notes,customer_tweet_id,brand_tweet_id
GS_0121,No error codes. On my phone whenever I select a frank song whatever’s playing stops and the bar on the bottom disappears,Got it. Does logging out &gt; restarting the device &gt; logging back in help? Let us know how you get on /CG,app_bug,,,False,,2055173,2055171
GS_0122,"Oh, I'm sorry po! Yes, It's fine with me. 😊 So, let's say.. after the Promo. Will it deduct automatically as the normal Premium of Spotify? Since Spotify has our credit/debit card no.? Sorry, I'm really confused. Thank you!","No worries! Once the offer expires, you'll automatically be charged the regular Premium rate. Hope this clears things up. Any questions, just give us a shout /AN",premium_billing,,,True,ambiguous - matches multiple intent patterns,2805327,2805328
GS_0123,Fixed it! Thank you! :D,Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /AU,general_inquiry,,,False,,256770,256771
GS_0124,Great. So now the official way is to create a “downloads” playlist and download that playlist? That sounds hacky af.,We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,download_offline,,,False,,963746,963745
GS_0125,"No, it doesn't. The songs are not available in desktop version of app also. https://t.co/4nvtIepxGU",Hmm. Can you DM us your account's email address and the playlist's URI? We'll check both backstage /NY https://t.co/ldFdZRiNAt,content_search,,,True,ambiguous - matches multiple intent patterns,379485,379487
GS_0126,"Frequently freezes mid-song. Sometimes for a few seconds, Sometimes for as long as a minute. Pause and play commands take up to 40 secs",Got it! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,playback_issue,,,False,,1508835,1508837
GS_0127,What the H E C K does “Shuffle with Connect mean”?,"Does this happen when you're listening on a Wi-Fi-connected speaker or TV, using the Spotify app as a remote? /YM",playback_issue,,,False,,1844552,1844551
GS_0128,"I do not get any error messages on my phone (Samsung Galaxy S8+), but i do get a ""Song not available"" message on my computer (Windows 10).","Thanks. Do you get the error message when playing other tracks/albums? Can you try logging out, restarting it, then logging back in? /SJ",content_search,,,False,,1655998,1655997
GS_0129,I've been using Spotify as my exclusive music player for almost 7 years and I never listen to remixes.,Sorry to hear Release Radar wasn’t to your liking this week! It’ll be re-tuned on Friday. Check out your Daily Mix in the meantime /QI,general_inquiry,,,False,,1363416,1363418
GS_0130,"I tried restarting the device and it's still the same, i havent tried logging it out. Wait 😊",Alright. We'll keep an eye out for your update /JS,account_login,,,False,,1681225,1681226
GS_0131,"Hi your link that you sent is error 404 cannot found, pls check about it. Thanks ;)",Hmm. Can you try using an incognito window or a different browser? That should do the trick 🙂 /DR,app_bug,,,True,ambiguous - matches multiple intent patterns,1313120,1313122
GS_0132,"""Song is not available"" in the blue bar. Do you have a public bug tracker? I have more.","Got it. We're afraid we don't have a tracker, but could you let us know the device, operating system, and Spotify version you're using? /JE",content_search,,,False,,1775499,1775498
GS_0133,Tried all that. Not working. The App is working fine after I turned off the hardware enhanced option.,"Just to check, are you still having issues with the web player? We'd suggest clearing your browser's cache and cookies. Keep us posted /JE",app_bug,,,False,,388994,388995
GS_0134,"I have the same situation.. I don't have credit card,but I want to avail the 9php premium thru mobile mode of payment",Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,premium_billing,,,False,,124844,2774582
GS_0135,"I can't find the old version of No Limit (without the extra verse) and I had it saved, but that song now has the extra verse.",Got it. Can you send us a link to the track? We'll look into this /DV,content_search,,,False,,2748545,2748544
GS_0136,My laptop runs on Windows 10 and my Spotify is the latest update,Thanks for the info. Does reinstalling the app on both devices help at all? You can follow the steps here: https://t.co/EqisDMwZAT /MT,app_bug,,,False,,44404,44406
GS_0137,my downloaded songs,Thanks! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt,download_offline,,,False,,1545020,1545019
GS_0138,When listening to my downloads offline. But the songs still skip whether I'm on Wi-Fi or not.,Alright. Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,playback_issue,,,True,ambiguous - matches multiple intent patterns,697634,697635
GS_0139,Then I’m canceling premium,"We hear you. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /MQ",premium_billing,,,False,,2082387,2082389
GS_0140,"The app keeps crashing after I play a song too. I’m on iPhone 6, ios11 and spotify version 8.4.24, thanks RC",Got it. Can you also fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,app_bug,,,True,ambiguous - matches multiple intent patterns,1065091,1065092
GS_0141,I rely on phone as my music player. Only download over WiFi. So if my downloads disappear I can be without music for days if traveling 2/2,Got it. Is this happening to your playlists as well? Keep us posted /NY,download_offline,,,False,,1935556,1935558
GS_0142,Still waiting 😂 you guys are gonna be a whole day behind in UK at this rate. What gives,"We do our best! But sometimes agreements are ongoing, or can't be reached with the content provider /GT",general_inquiry,,,False,,652518,652520
GS_0143,"I don’t get it, but Usher is available here in PH. Only Separated is not available 😞","We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. Any questions, feel free to give us a shout /TF",content_search,,,False,,1897838,1897837
GS_0144,Windows 7. I'm not sure which spotify version since it won't let me open the app,Got it. Can you try reinstalling Spotify by going into Safe mode with networking? Does this make any difference /JP,general_inquiry,,,False,,494213,494211
GS_0145,Nvm it’s not working anymore in incognito,How about when you're using a different browser? Does it make any difference? /GK,app_bug,,,False,,2390509,2390510
GS_0146,Logout &gt; Restart &gt; Login &gt; Change Album = works! Thanks!,Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RH,account_login,,,True,ambiguous - matches multiple intent patterns,1182773,1182774
GS_0147,"Tried on my Android. Not working. Tried on a coworker computer with my account, not working also. Working with his account :)",Hmm. Can you DM us your account's email address or username? We'll take a look under the hood /PB https://t.co/ldFdZRiNAt,app_bug,,,False,,1916971,1916972
GS_0148,No error message. The app would freeze and when shut off and reopened I’d be logged out. Upon logging in every downloaded song is gone,"Got it. Can you let us know when did this start happening? Also, does this only happen when connected to your car stereo via Bluetooth? /KM",playback_issue,,,True,ambiguous - matches multiple intent patterns,1618065,1618067
GS_0149,"Nah man it's your app without premium I can't play whatever song I want on mobile, therefore, Spotify is dumb",Sorry to hear you feel that way. This is part of our Free service on mobile. More info here: https://t.co/Uv9kyGcsCc /JS,premium_billing,,,False,,1592981,1592979
GS_0150,"looks like it worked! (though success message was ""you're premium now!"" and checking my account looks like i'm still monthly, but looking closer reveals my next bill date is december 2018. just a little wonky like maybe the system wasn't designed for this. anyhow, thx 4 help!","Awesome, we're glad it worked! If you ever need anything else, just shout and we'll come running 🏃 /AL",premium_billing,,,False,,499255,499256
GS_0151,"Logging out and back in seems to have worked for now, I’ll let you know if it happens again.",No worries! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /PB,account_login,,,False,,1244052,1244051
GS_0152,"It’s and iPhone 7 with ios 11.0.3 and the Spotify version is 8.4.26.793 and it’s not just me this happening to, it’s happening to my friends 2",Got it. Does logging out &gt; restarting your device &gt; logging back in help at all? Keep us posted /MT,general_inquiry,,,False,,2287572,2287570
GS_0153,"Finally, it's work. Thank you so much.",Anytime! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /MX,general_inquiry,,,False,,1120151,1120152
GS_0154,Al necessary updates done. Empty cache done... web based spotify is faster. But I think my Spotify Premium deserves to be fast.,Thanks for letting us know. When did this start happening? Does logging out and back in help? You can also try restarting the app /CB,premium_billing,,,False,,53698,53699
GS_0155,"Like I am playing the Global Top 50 Album here. In most services you have repeat all, repeat song, repeat off. With Spotify only ""Enable repeat one"" is available and that too doesn't work as the song isn't put in a loop even after enabling it. https://t.co/NBoh6YSxCC","Thanks for the feedback. Just to check, is the same thing happening on different browsers/incognito window when ""enable repeat"" is on? /JD",playback_issue,,,True,ambiguous - matches multiple intent patterns,2153138,2153140
GS_0156,Once I bought it the app kept skipping through songs and not playing anything but it stops and plays 7 commercials in a row and the skips through every song again.,That doesn't sound right. Could you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,playback_issue,,,False,,2965852,2965851
GS_0157,"Yes, I'm still having this issue, I can't log in with my spotify account but I can log in with my Facebook account.",Sorry to hear you're still having troubles. Does restarting your device help at all? Keep us posted /VV https://t.co/ldFdZRiNAt,account_login,,,False,,97674,97672
GS_0158,https://t.co/ERLxIw0uMA,"Which Android version does your device currently have? Also, is this happening often? /NQ",general_inquiry,,,False,,378056,378059
GS_0159,Android version 7.0 Happens during either. I only tend to listen to songs or playlists that i've previously downloaded https://t.co/mxHvZA2654,Thanks! Does using a different device make a difference? Let us know how this plays out /MS,download_offline,,,False,,565389,565391
GS_0160,I been shouting. I want to access my library on my Roku. I’d also like the repeat function to actually work.,Alright. Could you DM us your account's email address or username? Let's carry on chatting there /RH https://t.co/ldFdZRiNAt,playback_issue,,,False,,1312618,1312620
GS_0161,Is the only way to change my password is to reset it?,"Yes, that's right! But if your account was created through Facebook, you'll need to change it on your Facebook settings /PB",account_login,,,False,,1380861,1380860
GS_0162,"Please pass it on, it’s a very weird system not to allow updating address without deleting the account. Thanks, but my situation is okay for now!","Got it. Right now, it's only possible to view or edit the physical address on your Family plan upon signing up. Not to worry, your thoughts won't fall on deaf ears. If there's anything else, we're just a tweet away. Have a https://t.co/FQulrDtFky /LP",general_inquiry,,,False,,2545870,2545872
GS_0163,Downloaded songs are working fine but I can’t browse 🙄,Hey Nathan! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /CE,download_offline,,,False,,89480,2914436
GS_0164,"I keep getting a ""this song is not available"" message for just one song in an entire album. That song works for my friends.","Hmm, thats odd. What device are you using when you get this message? Also, does this happen on any other devices? Keep us posted /MQ",content_search,,,False,,1150049,1150048
GS_0165,It Worked! Thank You So Much!,"Woohoo! That's great to hear. For anything else, you can reach the team directly here: https://t.co/p1wbtdELHu /I",general_inquiry,,,False,,2412679,2412681
GS_0166,reezal93 that's my username and my account's email address is __email__,We'd suggest deleting your last tweet which contains private info. Can you send us a DM instead? /MG https://t.co/ldFdZRiNAt,account_login,,,False,,2066485,2066487
GS_0167,"Windows 8.1 64 bit and spotify 1.0.65.320.gac7a8e02, i just downloaded from the website and reinstalled, still doesn't work",Alright. Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt,app_bug,,,True,ambiguous - matches multiple intent patterns,939992,939994
GS_0168,It does meet all requirements. I’ve used a prepaid card many times previously. Not sure why they are suddenly not being accepted?,No worries! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH https://t.co/ldFdZRiNAt,premium_billing,,,False,,1798676,1798678
GS_0169,"It just keep showing this ads and I need kill the app to remove it, the dismiss button is not working https://t.co/aBHnWvJpyA",Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,app_bug,,,False,,466052,466050
GS_0170,"It happens every time I shut off my computer and turn it back on. Just happened again. It saves other settings, but that one reverts","That's odd. Could you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /AR",general_inquiry,,,False,,855243,855242
GS_0171,"Ya, those 5 songs I really wanted to save from last week but can’t find now. Ha","We understand! Fingers crossed you'll find them again soon. If you need us again, just give us a shout. We're here around the clock 🙂 /BH",content_search,,,False,,2363323,2363325
GS_0172,"yup, I’ve tried to logout, restart, login.. I’ve tried to uninstall and reinstall https://t.co/1ipu4kYSn8 and nothing is changed.","Thanks for the info. Just to check, were you able to delete the Spotify folder as mentioned at https://t.co/cxGHt0bCR8 when you uninstalled the app? /CP",account_login,,,False,,2633282,2633284
GS_0173,"I just renewed. No issue, I just didn't know it was expiring and thought something was broken",No worries. You can keep an eye on your account's status by visiting your account overview. You can check it out here: https://t.co/KgYuWhmMlC. Let us know if you need anything else 🙂 /VV,app_bug,,,False,,2743182,2743184
GS_0174,On iPhone 6S and Spotify Premium!,"2: and head to Settings &gt; About. As for the iOS, open Settings &gt; General &gt; About /NG",premium_billing,,,False,,1956602,1956603
GS_0175,"Either my mobile (android) or desktop (windows 10). It doesnt respond when i click them, if i try shuffle i get ""this song is not available""","Got it, thanks for the info. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /TB",playback_issue,,,True,ambiguous - matches multiple intent patterns,929989,929987
GS_0176,Latest update of Spotify and on pixel xl,"Thanks! We're looking into this issue at the moment. Hopefully we'll come up with a fix soon. For anything else for now, let us know /AR",app_bug,,,False,,987513,987515
GS_0177,"but I can't find preferences anymore, so I just blocked all Spotify notifications instead,","2: It's not currently possible to remove that notification. Your feedback has been noted and passed onto the team, though! /I",content_search,,,False,,1221121,1221125
GS_0178,Hi. I’m using iPhone 7+ with iOS11. My Spotify is 8.4.20.535. Hope you can help me with this. Thanks.,"Thanks for that info. As soon as your tweet is posted, you can expect to see the song format into a playable version. Keep us posted /JI",general_inquiry,,,False,,1867804,1867806
GS_0179,"Yes, iPhone 7 &amp; iOS 11.1.1 I’ve seen it’s a known issue and one of the troubleshooting techniques was uninstalling and redownload but it didn’t work for long",Could you ask your friend to restart the device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Let us know how it goes /CH,download_offline,,,False,,2369708,2369710
GS_0180,"Tried that, does not work.",Hmm. Can you try the steps here for us: https://t.co/EqisDMwZAT? Let us know how this goes /CG,app_bug,,,False,,941230,941232
GS_0181,"I do indeed have a Spotify account and I""m logged in! Perhaps I'm blind, but I cannot find the correct 'click pathway' to be able to submit",Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,content_search,,,False,,837869,837871
GS_0182,Done! Thanks!!! 💝,No worries! We hope you have a... https://t.co/FQulrDtFky 💚 /DH,general_inquiry,,,False,,228279,228281
GS_0183,"Thanks for getting back to me. My question is - when you ""shuffle"" a playlist is it truly random? For at least the past year it feels like the same songs keep coming up even though there are over 2k on the playlist.","No worries. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od. If there's anything else, just give us a shout /PC",playback_issue,,,True,ambiguous - matches multiple intent patterns,166637,166639
GS_0184,it still doesn't work. Seems like it might be their problem but thanks anyway for your help and response.,No worries. Just let us know if you need help with anything else. We're just a tweet away 🙂 /LM,app_bug,,,True,ambiguous - matches multiple intent patterns,1530121,1530123
GS_0185,Is Spotify not available in India? I'm from Malaysia and is currently studying in India. I can't gain access to my account here,"Currently, Spotify is not available in India, but we're launching regularly in countries around the world! https://t.co/XDwWzj7cLP /SU",content_search,,,True,ambiguous - matches multiple intent patterns,1430566,1430568
GS_0186,"Galaxy note 5, Android, and idk the spotify version. It's the latest app, as I tried uninstalling and redownloading",Thanks for the info. Can you try restarting your device? Does that help? /CP,download_offline,,,False,,1118805,1118807
GS_0187,"its not available here, so when will it be? https://t.co/Bc1zzZhoky",We're afraid we don't have any info on this right now. Hopefully Spotify arrives in Israel soon. Let us know if you need anything else /NS,content_search,,,False,,2364756,2364755
GS_0188,But can I put my account number in so my payment can still comes out,"Currently, not directly through Spotify. However, can you DM us your account's username and email address? We'll see what we can suggest /TY",premium_billing,,,False,,40657,40656
GS_0189,English is fine! I went from premium to premium family and I want to add my daughter. She got the invitationcode by mail. But hasn’t got a account yet. What to do?,"Hi Judith! Just to confirm, is your daughter having trouble creating her first Spotify account? She should be able to create a new account here at:https://t.co/d4Pr8cFVVJ. Once the account is created, she can then redeem her invitation code for the Family Plan. Keep us posted /JI",premium_billing,,,False,,492434,492436
GS_0190,"But I don’t think I’ve downloaded 10k songs?🤔 thanks for your help, I’ll take a look at the link.",2: the songs you can add to your Library. There's more info about offline limit here: https://t.co/RQSpEmwWTn /DB,download_offline,,,True,ambiguous - matches multiple intent patterns,979889,979891
GS_0191,Thanks. It's all on normal recommended. It must be wrong. I literally have two playlists 70 songs each and 2 albums with 21 songs. I can't download anymore. Makes no sense having premium. Help,"We understand how you feel about this. If you try downloading your tunes on a different device, are you getting the same issue? Does logging out &gt; restarting your device by holding Home + Lock for 10 seconds &gt; logging back in help? /AY",premium_billing,,,True,ambiguous - matches multiple intent patterns,2536605,2536608
GS_0192,"I am on my samsung galaxy note 4 and i am on the mobile app. I try to sign in and it says ""we are currently experiencing problems, please try again later."" I've uninstalled and reinstalled twice now.","Is this happening over both 3G/4G as well as WiFi? If possible, try restarting your router or connecting to a different network /DR",account_login,,,False,,2275384,2275383
GS_0193,This will be the 4th time I've downloaded them. They become available offline for all of a week or so then I have to do this all over again. I'm sick of it.,Sorry to hear that! We suggest checking out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this. Let us know if there's anything else /AY,download_offline,,,False,,1388106,1388105
GS_0194,I already listen that playlist.. But i want the new album.. :/,Got it! We'll have it available to you as soon as it's available to us: https://t.co/0i8GpimuDa /RA,general_inquiry,,,False,,2308167,2308169
GS_0195,... only to have the issue repeat itself. 2/2,We understand. Can you DM us your account's username or email address? We'll check backstage /AP https://t.co/ldFdZRiNAt,playback_issue,,,False,,798529,798528
GS_0196,Ok thanks. I’m listening to music most the time and doing something else. Maybe have a Seperate music video playlist and normal playlist?,"We hear you, Eric! Your feedback has been noted and passed onto the team 👊🏼 /MX",general_inquiry,,,False,,821807,821809
GS_0197,"Looks like I need log in more regularly, seems to have worked for now. Thanks.","Glad to hear everything's good to go! For more info on when do you need to log in to keep your offline songs, just click on the link we sent, and scroll down to ""Why do I need to go online every 30 days?"". That should clear things up. Let us know if there's anything else /KM",account_login,,,True,ambiguous - matches multiple intent patterns,2499446,2499448
GS_0198,I have had your premium service included with my services for a long time. I was suddenly shut down to free. They say it’s you,Thanks for the info. Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,premium_billing,,,False,,776168,776170
GS_0199,This is the song that was not playing correctly but it seems to be working fine now! https://t.co/xLTWj1xbYa,"Got it. Everything sounded good on our end. Just to check, are you now able to smoothly stream the song? /DV",playback_issue,,,False,,2705168,2705170
GS_0200,Ive had her music on my spotify list ever since i signed up for spotify premium in 2015. So i find it quite ridiculous that I didnt get one,"1: We completely understand, but codes are emailed out to eligible users. If you did not get one, we're afraid you're not eligible...",premium_billing,,,False,,1781042,1781045
GS_0201,Everything is fine! Thanks.,Alright! We'll be right here if you need anything from us. https://t.co/m4HWSbgHVZ /AP,general_inquiry,,,False,,1472882,1472884
GS_0202,"I can‘t get a Swedish credit card, though, since I don‘t have a Personnummer. Is there another way for me to pay?",We're afraid there's no way around this. We'd suggest showing your support for the idea at https://t.co/fobNtFclHN /CX,premium_billing,,,False,,792861,792860
